ID,Feature,Type,English Text,Indonesian Text,File Path,Notes / Context,Status,Revised English,Revised Indonesian,PIC
197,Onboarding,Section,Let's build your talent profile,Mari bangun profil talentamu,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
198,Onboarding,Option,Founded a startup,Pernah mendirikan startup,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
199,Onboarding,Sub-option,I started a company from scratch,Saya memulai perusahaan dari nol,src/features/onboarding/mock/common-steps.ts,,INDO,v,Mulai perusahaan dari nol,Backend
200,Onboarding,Option,Built products at a startup,Pernah membangun produk di startup,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
201,Onboarding,Sub-option,I shipped real products inside a startup,Saya pernah merilis produk nyata di dalam startup,src/features/onboarding/mock/common-steps.ts,,INDO,v, pernah lauching produk startup,Backend
202,Onboarding,Option,Worked in a startup team,Pernah bekerja di tim startup,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
203,Onboarding,Sub-option,I contributed to a startup team before,Saya pernah berkontribusi di tim startup,src/features/onboarding/mock/common-steps.ts,,INDO,v,pernah kontribusi di startup sebagai tim,Backend
204,Onboarding,Option,New to startups,Baru di dunia startup,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
205,Onboarding,Sub-option,No direct startup experience yet,Belum punya pengalaman startup langsung,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
206,Onboarding,Heading,What industries interest you?,Industri apa yang menarik minatmu?,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
207,Onboarding,Section,How and where you work,Bagaimana dan di mana kamu bekerja,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
208,Onboarding,Subtitle,Pick up to 5 industries to shape your feed.,Pilih hingga 5 industri untuk membentuk feed kamu.,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
209,Onboarding,Placeholder,Search industries,Cari industri,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
210,Onboarding,Heading,What availability do you expect?,Availability seperti apa yang kamu harapkan?,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
211,Onboarding,Section,Work preferences,Preferensi kerja,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
212,Onboarding,Option,Full-time,Full-time,src/features/onboarding/mock/common-steps.ts,,NOT INDO,v,v,Backend
213,Onboarding,Sub-option,Candidates must be fully committed,Kandidat harus berkomitmen penuh,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
214,Onboarding,Option,Part-time,Part-time,src/features/onboarding/mock/common-steps.ts,,NOT INDO,v,v,Backend
215,Onboarding,Sub-option,Open to candidates with other commitments,Terbuka untuk kandidat dengan komitmen lain,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
216,Onboarding,Option,Flexible / Hybrid,Fleksibel / Hybrid,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
217,Onboarding,Sub-option,Open to discuss arrangement,Terbuka untuk diskusi pengaturan,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
218,Onboarding,Heading,Which role best describes you primarily?,Peran mana yang paling menggambarkanmu saat ini?,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
219,Onboarding,Label,Select your primary role,Pilih peran utama kamu,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
220,Onboarding,Placeholder,Search your primary role,Cari peran utama kamu,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
221,Onboarding,Label,Years of experience,Jumlah tahun pengalaman,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
222,Onboarding,Placeholder,3,3,src/features/onboarding/mock/common-steps.ts,,NOT INDO,v,v,Backend
223,Onboarding,Heading,What skills do you have?,Skill apa yang kamu miliki?,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
224,Onboarding,Section,Your skills,Skill kamu,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
225,Onboarding,Placeholder,Search skills,Cari skill,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
226,Onboarding,Heading,Your compensation,Ekspektasi kompensasi,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
227,Onboarding,Section,Compensation expectations,Ekspektasi kompensasi,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
228,Onboarding,Label,What's your cash-equity expectation?,Bagaimana ekspektasimu untuk cash dan equity?,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
229,Onboarding,Option,Equity is very important,Equity sangat penting,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
230,Onboarding,Option,Interested in some equity,Tertarik dengan sebagian equity,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
231,Onboarding,Option,Cash-heavy compensation,Kompensasi berat di cash,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
232,Onboarding,Label,Do you have an expected minimum salary?,Apakah kamu punya ekspektasi minimum gaji?,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
233,Onboarding,Option,"Yes, I do have a strict one","Ya, saya punya minimum yang tegas",src/features/onboarding/mock/common-steps.ts,,INDO,v,"ya, aku ada ekspetasi gaji dengan nominal tertentu",Backend
234,Onboarding,Option,"Yes, though I may go lower depending on the opportunity","Ya, tapi saya bisa turun tergantung peluang",src/features/onboarding/mock/common-steps.ts,,INDO,v,ya tapi nominal gaji bisa dinegosiasikan tergantung peluang,Backend
235,Onboarding,Option,"No, I'm flexible on my salary","Tidak, saya fleksibel soal gaji",src/features/onboarding/mock/common-steps.ts,,INDO,v,"tidak, gajiku fleksible ",Backend
236,Onboarding,Label,What minimum salary are you looking for?,Berapa minimum gaji yang kamu harapkan?,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
237,Onboarding,Option,Annual,Tahunan,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
238,Onboarding,Option,Hourly,Per jam,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
239,Onboarding,Label,Currency,Currency,src/features/onboarding/mock/common-steps.ts,,NOT INDO,v,v,Backend
240,Onboarding,Label,Amount,Amount,src/features/onboarding/mock/common-steps.ts,,NOT INDO,v,nominal,Backend
241,Onboarding,Option,IDR,IDR,src/features/onboarding/mock/common-steps.ts,,NOT INDO,v,v,Backend
242,Onboarding,Option,USD,USD,src/features/onboarding/mock/common-steps.ts,,NOT INDO,v,v,Backend
243,Onboarding,Option,(pick other currency),(pilih mata uang lain),src/features/onboarding/mock/common-steps.ts,,NOT INDO,v,v,Backend
244,Onboarding,Heading,Last step. Connect your LinkedIn,Langkah terakhir. Koneksikan LinkedIn-mu,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
245,Onboarding,Section,Finish up,Penutup,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
246,Onboarding,Label,LinkedIn URL,URL LinkedIn,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
247,Onboarding,Placeholder,https://linkedin.com/in/your-name,https://linkedin.com/in/namamu,src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
248,Onboarding,Helper,"We'll automatically fetch your experience, skills, and photo from LinkedIn so you can edit them next.","Kami akan otomatis mengambil pengalaman, skill, dan foto dari LinkedIn. Kamu bisa edit setelahnya.",src/features/onboarding/mock/common-steps.ts,,INDO,v,v,Backend
249,Onboarding,Button,Finish,Selesai,src/features/onboarding/mock/common-steps.ts,credibility CTA,INDO,v,v,Backend
250,Onboarding,Button,Continue,Lanjut,src/features/onboarding/mock/common-steps.ts,common CTA,INDO,v,v,Backend
  Industries,,,,,,,,,,
251,Industries,Option,AI,AI,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
252,Industries,Option,Generative Tech/AI,Generative Tech/AI,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
253,Industries,Option,DeepTech,DeepTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
254,Industries,Option,AR/VR,AR/VR,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
255,Industries,Option,IoT,IoT,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
256,Industries,Option,Robotics,Robotics,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
257,Industries,Option,Semiconductors,Semiconductors,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
258,Industries,Option,Cloud Infrastructure,Cloud Infrastructure,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
259,Industries,Option,Developer Tools,Developer Tools,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
260,Industries,Option,Security,Security,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
261,Industries,Option,Data Services,Data Services,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
262,Industries,Option,Analytics,Analytics,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
263,Industries,Option,SaaS,SaaS,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
264,Industries,Option,SMB Software,SMB Software,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
265,Industries,Option,Productivity Tools,Productivity Tools,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
266,Industries,Option,Sales & CRM,Sales & CRM,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
267,Industries,Option,Enterprise,Enterprise,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
268,Industries,Option,Messaging,Messaging,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
269,Industries,Option,Social Networks,Social Networks,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
270,Industries,Option,E-commerce,E-commerce,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
271,Industries,Option,Marketplaces,Marketplaces,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
272,Industries,Option,Direct-to-Consumer (DTC),Direct-to-Consumer (DTC),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
273,Industries,Option,Retail,Retail,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
274,Industries,Option,Fashion,Fashion,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
275,Industries,Option,Cosmetics,Cosmetics,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
276,Industries,Option,Food and Beverage,Food and Beverage,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
277,Industries,Option,Creator/Passion Economy,Creator/Passion Economy,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
278,Industries,Option,FinTech,FinTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
279,Industries,Option,Payments,Payments,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
280,Industries,Option,Insurance,Insurance,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
281,Industries,Option,LegalTech,LegalTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
282,Industries,Option,Human Capital/HRTech,Human Capital/HRTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
283,Industries,Option,Healthcare,Healthcare,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
284,Industries,Option,Medical Devices,Medical Devices,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
285,Industries,Option,Pharmaceuticals,Pharmaceuticals,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
286,Industries,Option,Education,Education,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
287,Industries,Option,EnergyTech,EnergyTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
288,Industries,Option,ClimateTech/CleanTech,ClimateTech/CleanTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
289,Industries,Option,AgTech,AgTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
290,Industries,Option,ConstructionTech,ConstructionTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
291,Industries,Option,Manufacturing,Manufacturing,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
292,Industries,Option,Logistics,Logistics,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
293,Industries,Option,Supply Chain Tech,Supply Chain Tech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
294,Industries,Option,TransportationTech,TransportationTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
295,Industries,Option,Real Estate/PropTech,Real Estate/PropTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
296,Industries,Option,GovTech,GovTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
297,Industries,Option,Gaming,Gaming,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
298,Industries,Option,Entertainment & Sports,Entertainment & Sports,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
299,Industries,Option,Media/Content,Media/Content,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
300,Industries,Option,Travel,Travel,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
301,Industries,Option,Lodging/Hospitality,Lodging/Hospitality,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
302,Industries,Option,Wellness & Fitness,Wellness & Fitness,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
303,Industries,Option,Mental Health,Mental Health,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
304,Industries,Option,Parenting/Families,Parenting/Families,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
305,Industries,Option,Web3/Blockchain,Web3/Blockchain,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
306,Industries,Option,Space,Space,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
307,Industries,Option,Smart Cities/UrbanTech,Smart Cities/UrbanTech,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
308,Industries,Option,Future of Work,Future of Work,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
309,Industries,Option,Gig Economy,Gig Economy,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
310,Industries,Option,Social Impact,Social Impact,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
311,Industries,Option,Hardware,Hardware,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
312,Industries,Option,Material Science,Material Science,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
313,Industries,Group,Core Technology,Teknologi Inti,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
314,Industries,Group,Software & Digital Products,Software & Produk Digital,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
315,Industries,Group,Consumer & Marketplace,Konsumen & Marketplace,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
316,Industries,Group,Finance & Business Infrastructure,Keuangan & Infrastruktur Bisnis,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
317,Industries,Group,Industry-Specific Solutions,Solusi Spesifik Industri,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
318,Industries,Group,"Media, Lifestyle & Experience","Media, Gaya Hidup & Pengalaman",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
319,Industries,Group,Emerging & Future,Emerging & Masa Depan,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
  Roles,,,,,,,,,,
320,Roles,Group,"Engineering, IT & Technical","Engineering, IT & Teknis",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
321,Roles,Group,"Construction, Property & Engineering","Konstruksi, Properti & Engineering",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
322,Roles,Group,F&B (Food & Beverage),F&B (Food & Beverage),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
323,Roles,Group,Design & Creative,Desain & Kreatif,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
324,Roles,Group,Marketing & Growth,Marketing & Growth,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
325,Roles,Group,"Sales, Business Dev & Partnerships","Sales, BD & Partnership",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
326,Roles,Group,Operations & Supply Chain,Operasional & Supply Chain,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
327,Roles,Group,"Finance, Investment & Legal","Finance, Investasi & Legal",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
328,Roles,Group,"Data, AI & Analytics","Data, AI & Analitik",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
329,Roles,Group,"Media, Content & Entertainment","Media, Konten & Hiburan",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
330,Roles,Group,"HR, Talent & People","HR, Talent & People",src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
331,Roles,Group,Emerging & Specialized,Emerging & Spesialisasi,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
"  Cities (harusnya dimasukkan semua kota di seluruh dunia, dan negara karna ini wajib text dan muncul kota contoh Bandung, Indonesia)",,,,,,,,,,
332,Cities,Option,"Jakarta, Indonesia","Jakarta, Indonesia",src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
333,Cities,Group,Indonesia,Indonesia,src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
334,Cities,Option,"Bandung, Indonesia","Bandung, Indonesia",src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
335,Cities,Group,Indonesia,Indonesia,src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
336,Cities,Option,"Yogyakarta, Indonesia","Yogyakarta, Indonesia",src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
337,Cities,Group,Indonesia,Indonesia,src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
338,Cities,Option,"Singapore, Singapore","Singapura, Singapura",src/features/onboarding/mock/catalogs.ts,,INDO,,,
339,Cities,Group,Singapore,Singapura,src/features/onboarding/mock/catalogs.ts,,INDO,,,
340,Cities,Option,"Bangalore, India","Bangalore, India",src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
341,Cities,Group,India,India,src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
342,Cities,Option,"Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam",src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
343,Cities,Group,Vietnam,Vietnam,src/features/onboarding/mock/catalogs.ts,,NOT INDO,,,
344,Cities,Option,"Dubai, United Arab Emirates","Dubai, Uni Emirat Arab",src/features/onboarding/mock/catalogs.ts,,INDO,,,
345,Cities,Group,United Arab Emirates,Uni Emirat Arab,src/features/onboarding/mock/catalogs.ts,,INDO,,,
  Business Models,,,,,,,,,,
346,Business Models,Group,Digital & Software,Digital & Software,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
347,Business Models,Group,Financial & Transactional,Finansial & Transaksional,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
348,Business Models,Group,Media & Attention,Media & Atensi,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
349,Business Models,Group,Services & Offline,Layanan & Offline,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
350,Business Models,Group,Asset-Heavy / Industry,Aset Berat / Industri,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
351,Business Models,Group,Emerging / Tech-Forward,Emerging / Tech-Forward,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
352,Business Models,Group,Hybrid / Other,Hybrid / Lainnya,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
353,Business Models,Option,SaaS (Subscription software),SaaS (Subscription software),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
354,Business Models,Option,Marketplace (2-sided platform),Marketplace (2-sided platform),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
355,Business Models,Option,E-commerce (Online store),E-commerce (Online store),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
356,Business Models,Option,Direct-to-Consumer (DTC brand),Direct-to-Consumer (DTC brand),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
357,Business Models,Option,Mobile App (freemium / paid),Mobile App (freemium / paid),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
358,Business Models,Option,API / Infrastructure (B2B tech),API / Infrastructure (B2B tech),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
359,Business Models,Option,"FinTech (payments, lending, etc.)","FinTech (payments, lending, etc.)",src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
360,Business Models,Option,Transaction Fees (per use / commission),Transaction Fees (per use / commission),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
361,Business Models,Option,Brokerage / Commission-based,Brokerage / Commission-based,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
362,Business Models,Option,Subscription + Transaction Hybrid,Subscription + Transaction Hybrid,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
363,Business Models,Option,Advertising-based,Advertising-based,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
364,Business Models,Option,Content / Media Platform,Content / Media Platform,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
365,Business Models,Option,"Creator Economy (subscriptions, tips, content)","Creator Economy (subscriptions, tips, content)",src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
366,Business Models,Option,"Service-based (agency, consulting)","Service-based (agency, consulting)",src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
367,Business Models,Option,"F&B (restaurant, cafe, cloud kitchen)","F&B (restaurant, cafe, cloud kitchen)",src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
368,Business Models,Option,Retail (offline / omnichannel),Retail (offline / omnichannel),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
369,Business Models,Option,"Hospitality (hotel, lodging)","Hospitality (hotel, lodging)",src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
370,Business Models,Option,Events / Experiences,Events / Experiences,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
371,Business Models,Option,Real Estate / Property,Real Estate / Property,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
372,Business Models,Option,Construction / Infrastructure,Construction / Infrastructure,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
373,Business Models,Option,Manufacturing,Manufacturing,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
374,Business Models,Option,Logistics / Supply Chain,Logistics / Supply Chain,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
375,Business Models,Option,Energy / Climate,Energy / Climate,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
376,Business Models,Option,Web3 / Blockchain,Web3 / Blockchain,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
377,Business Models,Option,Token-based / Crypto economy,Token-based / Crypto economy,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
378,Business Models,Option,AI-first product,AI-first product,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
379,Business Models,Option,DeepTech / R&D,DeepTech / R&D,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
380,Business Models,Option,Franchise Model,Franchise Model,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
381,Business Models,Option,Licensing,Licensing,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
382,Business Models,Option,Aggregator,Aggregator,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
383,Business Models,Option,Platform + Service hybrid,Platform + Service hybrid,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
384,Business Models,Option,Other,Other,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,lainnya,
  Skills,,,,,,,,,,
385,Skills,Group,"Engineering, IT & Technical","Engineering, IT & Teknis",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
386,Skills,Group,"Construction, Property & Engineering","Konstruksi, Properti & Engineering",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
387,Skills,Group,F&B (Food & Beverage),F&B (Food & Beverage),src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
388,Skills,Group,Design & Creative,Desain & Kreatif,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
389,Skills,Group,Marketing & Growth,Marketing & Growth,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
390,Skills,Group,"Sales, Business Dev & Partnerships","Sales, BD & Partnership",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
391,Skills,Group,Operations & Supply Chain,Operasional & Supply Chain,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
392,Skills,Group,"Finance, Investment & Legal","Finance, Investasi & Legal",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
393,Skills,Group,"Data, AI & Analytics","Data, AI & Analitik",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
394,Skills,Group,"Media, Content & Entertainment","Media, Konten & Hiburan",src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
395,Skills,Group,"HR, Talent & People","HR, Talent & People",src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
396,Skills,Group,Emerging & Specialized,Emerging & Spesialisasi,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
  Relocation,,,,,,,,,,
397,Relocation,Option,"Yes, if the fit is right","Ya, jika cocok",src/features/onboarding/mock/catalogs.ts,,INDO,v,"ya, kalau cocok",
398,Relocation,Option,Maybe for the right role,Mungkin untuk peran yang tepat,src/features/onboarding/mock/catalogs.ts,,INDO,v,"mungkin, kalau perannya ada yang tepat",
399,Relocation,Option,"No, I want to stay put","Tidak, saya ingin tetap di lokasi sekarang",src/features/onboarding/mock/catalogs.ts,,INDO,v,"Tidak, aku mau di lokasi saat ini",
  Remote Preference,,,,,,,,,,
400,Remote Preference,Option,Hybrid,Hybrid,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
401,Remote Preference,Option,Onsite,Onsite,src/features/onboarding/mock/catalogs.ts,,NOT INDO,v,v,
402,Remote Preference,Option,Remote preferred,Lebih suka remote,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
403,Remote Preference,Option,Remote only,Hanya remote,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
  Salary Preference,,,,,,,,,,
404,Salary Preference,Option,Strict minimum,Minimum yang tegas,src/features/onboarding/mock/catalogs.ts,,INDO,v,Ada minimalnya,
405,Salary Preference,Option,Flexible for the right fit,Fleksibel untuk peluang yang tepat,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
406,Salary Preference,Option,No minimum for now,Belum ada minimum,src/features/onboarding/mock/catalogs.ts,,INDO,v,v,
  Equity Expectation,,,,,,,,,,
407,Equity Expectation,Option,Cash only,Hanya cash,src/features/onboarding/mock/catalogs.ts,,INDO,v,Gaji saja,
408,Equity Expectation,Option,Balanced cash + equity,Cash + equity seimbang,src/features/onboarding/mock/catalogs.ts,,INDO,v,Gaji dan saham ,
409,Equity Expectation,Option,Equity-heavy,Lebih berat di equity,src/features/onboarding/mock/catalogs.ts,,INDO,v,Lebih condong ke saham,
  Onboarding UI,,,,,,,,,,
410,Onboarding UI,Brand,ConnectX,ConnectX,src/features/onboarding/components/onboarding-screen.tsx,Header logo,NOT INDO,v,v,
411,Onboarding UI,Badge,V1 FREE,V1 FREE,src/features/onboarding/components/onboarding-screen.tsx,,NOT INDO,v,V1 GRATIS,
412,Onboarding UI,Badge,Premium,Premium,src/features/onboarding/components/onboarding-screen.tsx,,NOT INDO,v,v,
413,Onboarding UI,Progress,X of Y,X dari Y,src/features/onboarding/components/onboarding-screen.tsx,current of total,INDO,ini yang mana ya?,v,
